"hardware","algorithm","process","size (bytes)","time (s)","throughput (kB/s)","throughput (GB/s)"
mellanox,sha256,encryption,16,3,16488.8,0.016488799999999998
mellanox,sha256,encryption,64,3,56945.73,0.05694573
mellanox,sha256,encryption,256,3,160106.5,0.1601065
mellanox,sha256,encryption,1024,3,287295.83,0.28729583000000003
mellanox,sha256,encryption,8192,3,375215.45,0.37521545
mellanox,sha256,encryption,16384,3,387121.15,0.38712115
mellanox,sha256,encryption,16,3,15958.73,0.01595873
mellanox,sha256,encryption,64,3,56957.18,0.05695718
mellanox,sha256,encryption,256,3,156956.76,0.15695676
mellanox,sha256,encryption,1024,3,291260.42,0.29126041999999996
mellanox,sha256,encryption,8192,3,382429.87,0.38242987
mellanox,sha256,encryption,16384,3,388508.33,0.38850833
mellanox,sha256,encryption,16,3,16484.18,0.01648418
mellanox,sha256,encryption,64,3,56909.21,0.05690921
mellanox,sha256,encryption,256,3,160078.51,0.16007851
mellanox,sha256,encryption,1024,3,291237.21,0.29123721
mellanox,sha256,encryption,8192,3,382388.91,0.38238890999999997
mellanox,sha256,encryption,16384,3,389103.62,0.38910362
mellanox,sha512,encryption,16,3,7502.61,0.00750261
mellanox,sha512,encryption,64,3,30221.08,0.03022108
mellanox,sha512,encryption,256,3,57411.07,0.05741107
mellanox,sha512,encryption,1024,3,89593.17,0.08959317
mellanox,sha512,encryption,8192,3,107476.31,0.10747630999999999
mellanox,sha512,encryption,16384,3,108827.99,0.10882799
mellanox,sha512,encryption,16,3,7548.74,0.00754874
mellanox,sha512,encryption,64,3,30240.17,0.030240169999999997
mellanox,sha512,encryption,256,3,57132.97,0.05713297
mellanox,sha512,encryption,1024,3,89508.52,0.08950852000000001
mellanox,sha512,encryption,8192,3,107378.01,0.10737801
mellanox,sha512,encryption,16384,3,108047.02,0.10804702000000001
mellanox,sha512,encryption,16,3,7597.05,0.00759705
mellanox,sha512,encryption,64,3,30215.68,0.03021568
mellanox,sha512,encryption,256,3,57393.24,0.05739324
mellanox,sha512,encryption,1024,3,89612.97,0.08961297
mellanox,sha512,encryption,8192,3,107487.23,0.10748722999999999
mellanox,sha512,encryption,16384,3,107730.26,0.10773026
mellanox,sha512,encryption,16,3,7511.8,0.0075118
mellanox,sha512,encryption,64,3,29719.85,0.02971985
mellanox,sha512,encryption,256,3,56893.7,0.0568937
mellanox,sha512,encryption,1024,3,89698.3,0.08969830000000001
mellanox,sha512,encryption,8192,3,107083.09,0.10708308999999999
mellanox,sha512,encryption,16384,3,108352.85,0.10835285
mellanox,sha512,encryption,16,3,7387.68,0.007387680000000001
mellanox,sha512,encryption,64,3,30207.89,0.03020789
mellanox,sha512,encryption,256,3,57377.54,0.05737754
mellanox,sha512,encryption,1024,3,89695.91,0.08969591
mellanox,sha512,encryption,8192,3,107449.0,0.107449
mellanox,sha512,encryption,16384,3,108363.78,0.10836377999999999
mellanox,sha512,encryption,16,3,7475.59,0.00747559
mellanox,sha512,encryption,64,3,30218.5,0.0302185
mellanox,sha512,encryption,256,3,57390.51,0.05739051
mellanox,sha512,encryption,1024,3,89539.58,0.08953958000000001
mellanox,sha512,encryption,8192,3,106586.11,0.10658611
mellanox,sha512,encryption,16384,3,108380.16,0.10838016
mellanox,sha512,encryption,16,3,7546.37,0.00754637
mellanox,sha512,encryption,64,3,30205.89,0.03020589
mellanox,sha512,encryption,256,3,57342.98,0.05734298
mellanox,sha512,encryption,1024,3,89698.65,0.08969864999999999
mellanox,sha512,encryption,8192,3,107378.01,0.10737801
mellanox,sha512,encryption,16384,3,108107.09,0.10810709
mellanox,sha512,encryption,16,3,7541.86,0.00754186
mellanox,sha512,encryption,64,3,30245.1,0.030245099999999997
mellanox,sha512,encryption,256,3,57262.68,0.05726268
mellanox,sha512,encryption,1024,3,89704.45,0.08970444999999999
mellanox,sha512,encryption,8192,3,107459.93,0.10745993
mellanox,sha512,encryption,16384,3,108593.15,0.10859315
mellanox,sha512,encryption,16,3,7554.53,0.007554529999999999
mellanox,sha512,encryption,64,3,30423.47,0.03042347
mellanox,sha512,encryption,256,3,57549.14,0.05754914
mellanox,sha512,encryption,1024,3,89458.01,0.08945800999999999
mellanox,sha512,encryption,8192,3,106779.05,0.10677905
mellanox,sha512,encryption,16384,3,108249.09,0.10824908999999999
mellanox,sha512,encryption,16,3,7546.2,0.0075461999999999994
mellanox,sha512,encryption,64,3,30192.51,0.03019251
mellanox,sha512,encryption,256,3,57434.2,0.0574342
mellanox,sha512,encryption,1024,3,88965.46,0.08896546000000001
mellanox,sha512,encryption,8192,3,107440.81,0.10744081
mellanox,sha512,encryption,16384,3,108494.85,0.10849485
mellanox,sha512,encryption,16,3,7375.66,0.00737566
mellanox,sha512,encryption,64,3,30242.01,0.03024201
mellanox,sha512,encryption,256,3,57089.45,0.05708945
mellanox,sha512,encryption,1024,3,89696.26,0.08969626
mellanox,sha512,encryption,8192,3,107094.02,0.10709402
mellanox,sha512,encryption,16384,3,108183.55,0.10818355
mellanox,sha512,encryption,16,3,7546.13,0.00754613
mellanox,sha512,encryption,64,3,30235.01,0.03023501
mellanox,sha512,encryption,256,3,57402.54,0.05740254
mellanox,sha512,encryption,1024,3,89600.34,0.08960034
mellanox,sha512,encryption,8192,3,107383.47,0.10738347
mellanox,sha512,encryption,16384,3,108505.77,0.10850577
mellanox,sha512,encryption,16,3,7546.04,0.00754604
mellanox,sha512,encryption,64,3,30226.69,0.030226689999999997
mellanox,sha512,encryption,256,3,57373.7,0.0573737
mellanox,sha512,encryption,1024,3,89574.06,0.08957406
mellanox,sha512,encryption,8192,3,107424.43,0.10742442999999999
mellanox,sha512,encryption,16384,3,108795.22,0.10879522
mellanox,sha512,encryption,16,3,7545.76,0.00754576
mellanox,sha512,encryption,64,3,30212.82,0.03021282
mellanox,sha512,encryption,256,3,57412.01,0.05741201
mellanox,sha512,encryption,1024,3,89296.9,0.0892969
mellanox,sha512,encryption,8192,3,107399.85,0.10739985
mellanox,sha512,encryption,16384,3,108582.23,0.10858223
mellanox,sha512,encryption,16,3,7380.53,0.00738053
mellanox,sha512,encryption,64,3,30233.6,0.0302336
mellanox,sha512,encryption,256,3,56828.07,0.05682807
mellanox,sha512,encryption,1024,3,89538.22,0.08953822
mellanox,sha512,encryption,8192,3,107495.42,0.10749542
mellanox,sha512,encryption,16384,3,108926.29,0.10892629
mellanox,sha512,encryption,16,3,7549.5,0.0075495
mellanox,sha512,encryption,64,3,30236.48,0.03023648
mellanox,sha512,encryption,256,3,57417.3,0.057417300000000004
mellanox,sha512,encryption,1024,3,89592.15,0.08959215
mellanox,sha512,encryption,8192,3,106985.89,0.10698589
mellanox,sha512,encryption,16384,3,108647.77,0.10864777
mellanox,sha512,encryption,16,3,7549.46,0.00754946
mellanox,sha512,encryption,64,3,29605.35,0.02960535
mellanox,sha512,encryption,256,3,57406.38,0.05740638
mellanox,sha512,encryption,1024,3,89544.36,0.08954436
mellanox,sha512,encryption,8192,3,105802.41,0.10580241
mellanox,sha512,encryption,16384,3,108756.99,0.10875699000000001
mellanox,sha512,encryption,16,3,7435.3,0.007435300000000001
mellanox,sha512,encryption,64,3,30214.21,0.03021421
mellanox,sha512,encryption,256,3,57395.2,0.0573952
mellanox,sha512,encryption,1024,3,89592.83,0.08959283
mellanox,sha512,encryption,8192,3,107509.08,0.10750908
mellanox,sha512,encryption,16384,3,108997.29,0.10899729
mellanox,sha512,encryption,16,3,7549.98,0.0075499799999999995
mellanox,sha512,encryption,64,3,30222.19,0.03022219
mellanox,sha512,encryption,256,3,57350.83,0.05735083
mellanox,sha512,encryption,1024,3,89563.82,0.08956382
mellanox,sha512,encryption,8192,3,107517.27,0.10751727
mellanox,sha512,encryption,16384,3,108238.17,0.10823817
mellanox,sha512,encryption,16,3,7544.86,0.00754486
mellanox,sha512,encryption,64,3,30221.7,0.0302217
mellanox,sha512,encryption,256,3,56805.63,0.056805629999999996
mellanox,sha512,encryption,1024,3,89585.32,0.08958532000000001
mellanox,sha512,encryption,8192,3,106138.28,0.10613828
mellanox,sha512,encryption,16384,3,108101.63,0.10810163
vps,aes-256-gcm,encryption,16,3,175878.16,0.17587816
vps,aes-256-gcm,encryption,64,3,444105.43,0.44410542999999997
vps,aes-256-gcm,encryption,256,3,632612.78,0.63261278
vps,aes-256-gcm,encryption,1024,3,716225.19,0.71622519
vps,aes-256-gcm,encryption,8192,3,736725.67,0.73672567
vps,aes-256-gcm,encryption,16384,3,735412.22,0.73541222
vps,aes-256-gcm,decryption,16,3,197883.46,0.19788345999999998
vps,aes-256-gcm,decryption,64,3,435600.7,0.4356007
vps,aes-256-gcm,decryption,256,3,627122.35,0.6271223499999999
vps,aes-256-gcm,decryption,1024,3,714303.49,0.71430349
vps,aes-256-gcm,decryption,8192,3,736182.27,0.73618227
vps,aes-256-gcm,decryption,16384,3,739218.77,0.73921877
vps,aes-256-gcm,encryption,16,3,178132.41,0.17813241
vps,aes-256-gcm,encryption,64,3,437759.27,0.43775927000000003
vps,aes-256-gcm,encryption,256,3,630425.86,0.63042586
vps,aes-256-gcm,encryption,1024,3,714056.36,0.71405636
vps,aes-256-gcm,encryption,8192,3,736578.22,0.73657822
vps,aes-256-gcm,encryption,16384,3,739726.68,0.7397266800000001
vps,aes-256-gcm,decryption,16,3,198018.17,0.19801817000000002
vps,aes-256-gcm,decryption,64,3,440179.52,0.44017952000000005
vps,aes-256-gcm,decryption,256,3,626630.91,0.62663091
vps,aes-256-gcm,decryption,1024,3,714329.77,0.71432977
vps,aes-256-gcm,decryption,8192,3,735980.2,0.7359802
vps,aes-256-gcm,decryption,16384,3,739469.99,0.73946999
vps,aes-256-gcm,encryption,16,3,177949.46,0.17794946
vps,aes-256-gcm,encryption,64,3,439366.81,0.43936681
vps,aes-256-gcm,encryption,256,3,634897.83,0.63489783
vps,aes-256-gcm,encryption,1024,3,713460.74,0.71346074
vps,aes-256-gcm,encryption,8192,3,736927.74,0.7369277399999999
vps,aes-256-gcm,encryption,16384,3,740250.97,0.74025097
vps,aes-256-gcm,decryption,16,3,197998.48,0.19799848
vps,aes-256-gcm,decryption,64,3,438941.57,0.43894157
vps,aes-256-gcm,decryption,256,3,628733.27,0.62873327
vps,aes-256-gcm,decryption,1024,3,714047.15,0.7140471500000001
vps,aes-256-gcm,decryption,8192,3,735330.3,0.7353303
vps,aes-256-gcm,decryption,16384,3,739344.38,0.73934438
vps,aes-256-gcm,encryption,16,3,177972.7,0.1779727
vps,aes-256-gcm,encryption,64,3,443966.68,0.44396668
vps,aes-256-gcm,encryption,256,3,632525.4,0.6325254
vps,aes-256-gcm,encryption,1024,3,713955.33,0.71395533
vps,aes-256-gcm,encryption,8192,3,737225.39,0.73722539
vps,aes-256-gcm,encryption,16384,3,739628.37,0.73962837
vps,aes-256-gcm,decryption,16,3,196302.71,0.19630271
vps,aes-256-gcm,decryption,64,3,440455.08,0.44045508
vps,aes-256-gcm,decryption,256,3,628486.14,0.62848614
vps,aes-256-gcm,decryption,1024,3,713654.61,0.71365461
vps,aes-256-gcm,decryption,8192,3,736307.88,0.73630788
vps,aes-256-gcm,decryption,16384,3,737203.54,0.73720354
vps,aes-256-gcm,encryption,16,3,178125.33,0.17812533
vps,aes-256-gcm,encryption,64,3,444007.08,0.44400708
vps,aes-256-gcm,encryption,256,3,634859.18,0.6348591800000001
vps,aes-256-gcm,encryption,1024,3,715795.46,0.7157954599999999
vps,aes-256-gcm,encryption,8192,3,736624.64,0.73662464
vps,aes-256-gcm,encryption,16384,3,739196.93,0.7391969300000001
vps,aes-256-gcm,decryption,16,3,199305.95,0.19930595
vps,aes-256-gcm,decryption,64,3,437084.16,0.43708416
vps,aes-256-gcm,decryption,256,3,630588.76,0.63058876
vps,aes-256-gcm,decryption,1024,3,714692.27,0.71469227
vps,aes-256-gcm,decryption,8192,3,734000.47,0.73400047
vps,aes-256-gcm,decryption,16384,3,737984.51,0.73798451
vps,aes-256-gcm,encryption,16,3,178109.03,0.17810903
vps,aes-256-gcm,encryption,64,3,444019.58,0.44401958
vps,aes-256-gcm,encryption,256,3,634933.85,0.63493385
vps,aes-256-gcm,encryption,1024,3,714725.03,0.71472503
vps,aes-256-gcm,encryption,8192,3,736810.33,0.73681033
vps,aes-256-gcm,encryption,16384,3,739824.98,0.73982498
vps,aes-256-gcm,decryption,16,3,196786.3,0.1967863
vps,aes-256-gcm,decryption,64,3,427121.73,0.42712173
vps,aes-256-gcm,decryption,256,3,624441.51,0.62444151
vps,aes-256-gcm,decryption,1024,3,713825.96,0.71382596
vps,aes-256-gcm,decryption,8192,3,732392.11,0.73239211
vps,aes-256-gcm,decryption,16384,3,739966.98,0.7399669799999999
vps,aes-256-gcm,encryption,16,3,178017.86,0.17801785999999997
vps,aes-256-gcm,encryption,64,3,441167.98,0.44116797999999996
vps,aes-256-gcm,encryption,256,3,634020.86,0.63402086
vps,aes-256-gcm,encryption,1024,3,714145.79,0.71414579
vps,aes-256-gcm,encryption,8192,3,736318.81,0.7363188100000001
vps,aes-256-gcm,encryption,16384,3,740261.89,0.74026189
vps,aes-256-gcm,decryption,16,3,198791.43,0.19879143
vps,aes-256-gcm,decryption,64,3,437609.81,0.43760981
vps,aes-256-gcm,decryption,256,3,627497.56,0.62749756
vps,aes-256-gcm,decryption,1024,3,714622.63,0.71462263
vps,aes-256-gcm,decryption,8192,3,736881.32,0.73688132
vps,aes-256-gcm,decryption,16384,3,739672.06,0.7396720600000001
vps,aes-256-gcm,encryption,16,3,178152.86,0.17815286
vps,aes-256-gcm,encryption,64,3,444014.51,0.44401451000000003
vps,aes-256-gcm,encryption,256,3,633588.39,0.63358839
vps,aes-256-gcm,encryption,1024,3,714723.33,0.71472333
vps,aes-256-gcm,encryption,8192,3,736701.1,0.7367011
vps,aes-256-gcm,encryption,16384,3,736296.96,0.73629696
vps,aes-256-gcm,decryption,16,3,197983.54,0.19798354
vps,aes-256-gcm,decryption,64,3,433898.67,0.43389867
vps,aes-256-gcm,decryption,256,3,626087.77,0.62608777
vps,aes-256-gcm,decryption,1024,3,714528.77,0.71452877
vps,aes-256-gcm,decryption,8192,3,736750.25,0.73675025
vps,aes-256-gcm,decryption,16384,3,739764.91,0.73976491
vps,aes-256-gcm,encryption,16,3,175871.29,0.17587129
vps,aes-256-gcm,encryption,64,3,437378.67,0.43737866999999997
vps,aes-256-gcm,encryption,256,3,632137.39,0.63213739
vps,aes-256-gcm,encryption,1024,3,715502.59,0.7155025899999999
vps,aes-256-gcm,encryption,8192,3,735529.64,0.73552964
vps,aes-256-gcm,encryption,16384,3,739890.52,0.73989052
vps,aes-256-gcm,decryption,16,3,197958.2,0.1979582
vps,aes-256-gcm,decryption,64,3,436914.6,0.4369146
vps,aes-256-gcm,decryption,256,3,628723.54,0.6287235400000001
vps,aes-256-gcm,decryption,1024,3,714783.4,0.7147834000000001
vps,aes-256-gcm,decryption,8192,3,736266.92,0.73626692
vps,aes-256-gcm,decryption,16384,3,736389.8,0.7363898000000001
vps,aes-256-gcm,encryption,16,3,177627.34,0.17762734
vps,aes-256-gcm,encryption,64,3,436357.7,0.4363577
vps,aes-256-gcm,encryption,256,3,636464.3,0.6364643000000001
vps,aes-256-gcm,encryption,1024,3,710407.51,0.71040751
vps,aes-256-gcm,encryption,8192,3,736195.93,0.73619593
vps,aes-256-gcm,encryption,16384,3,739824.98,0.73982498
vps,aes-256-gcm,decryption,16,3,197901.21,0.19790121
vps,aes-256-gcm,decryption,64,3,432976.23,0.43297622999999996
vps,aes-256-gcm,decryption,256,3,629316.52,0.62931652
vps,aes-256-gcm,decryption,1024,3,712758.95,0.71275895
vps,aes-256-gcm,decryption,8192,3,735849.13,0.73584913
vps,aes-256-gcm,decryption,16384,3,739273.39,0.73927339
vps,aes-256-gcm,encryption,16,3,178478.03,0.17847803
vps,aes-256-gcm,encryption,64,3,441312.13,0.44131213
vps,aes-256-gcm,encryption,256,3,634812.16,0.6348121600000001
vps,aes-256-gcm,encryption,1024,3,713965.57,0.7139655699999999
vps,aes-256-gcm,encryption,8192,3,734532.95,0.73453295
vps,aes-256-gcm,encryption,16384,3,739830.44,0.73983044
vps,aes-256-gcm,decryption,16,3,197330.07,0.19733007
vps,aes-256-gcm,decryption,64,3,439767.59,0.43976759000000004
vps,aes-256-gcm,decryption,256,3,630715.82,0.6307158199999999
vps,aes-256-gcm,decryption,1024,3,714434.22,0.71443422
vps,aes-256-gcm,decryption,8192,3,735947.43,0.7359474300000001
vps,aes-256-gcm,decryption,16384,3,738841.94,0.7388419399999999
vps,aes-256-gcm,encryption,16,3,177939.1,0.17793910000000002
vps,aes-256-gcm,encryption,64,3,441867.48,0.44186748
vps,aes-256-gcm,encryption,256,3,632228.27,0.63222827
vps,aes-256-gcm,encryption,1024,3,715757.23,0.71575723
vps,aes-256-gcm,encryption,8192,3,736539.99,0.73653999
vps,aes-256-gcm,encryption,16384,3,737973.59,0.73797359
vps,aes-256-gcm,decryption,16,3,197535.58,0.19753558
vps,aes-256-gcm,decryption,64,3,437171.75,0.43717175
vps,aes-256-gcm,decryption,256,3,628455.94,0.6284559399999999
vps,aes-256-gcm,decryption,1024,3,712748.71,0.71274871
vps,aes-256-gcm,decryption,8192,3,735264.77,0.73526477
vps,aes-256-gcm,decryption,16384,3,739792.21,0.73979221
vps,aes-256-gcm,encryption,16,3,173537.86,0.17353786
vps,aes-256-gcm,encryption,64,3,443609.05,0.44360905
vps,aes-256-gcm,encryption,256,3,634558.81,0.63455881
vps,aes-256-gcm,encryption,1024,3,713825.62,0.71382562
vps,aes-256-gcm,encryption,8192,3,736537.26,0.73653726
vps,aes-256-gcm,encryption,16384,3,738792.79,0.7387927900000001
vps,aes-256-gcm,decryption,16,3,197060.25,0.19706025
vps,aes-256-gcm,decryption,64,3,433667.35,0.43366734999999995
vps,aes-256-gcm,decryption,256,3,623088.55,0.6230885500000001
vps,aes-256-gcm,decryption,1024,3,710541.65,0.71054165
vps,aes-256-gcm,decryption,8192,3,728298.84,0.72829884
vps,aes-256-gcm,decryption,16384,3,739814.06,0.73981406
vps,aes-256-gcm,encryption,16,3,178104.11,0.17810410999999998
vps,aes-256-gcm,encryption,64,3,443734.23,0.44373423
vps,aes-256-gcm,encryption,256,3,633634.73,0.63363473
vps,aes-256-gcm,encryption,1024,3,714977.28,0.71497728
vps,aes-256-gcm,encryption,8192,3,736859.48,0.73685948
vps,aes-256-gcm,encryption,16384,3,739562.84,0.7395628399999999
vps,aes-256-gcm,decryption,16,3,200466.1,0.2004661
vps,aes-256-gcm,decryption,64,3,436772.95,0.43677295
vps,aes-256-gcm,decryption,256,3,626273.45,0.6262734499999999
vps,aes-256-gcm,decryption,1024,3,714176.85,0.71417685
vps,aes-256-gcm,decryption,8192,3,736124.93,0.73612493
vps,aes-256-gcm,decryption,16384,3,734008.66,0.73400866
vps,aes-256-gcm,encryption,16,3,177224.53,0.17722453
vps,aes-256-gcm,encryption,64,3,440395.71,0.44039571
vps,aes-256-gcm,encryption,256,3,633693.35,0.6336933499999999
vps,aes-256-gcm,encryption,1024,3,712269.82,0.7122698199999999
vps,aes-256-gcm,encryption,8192,3,736105.81,0.7361058100000001
vps,aes-256-gcm,encryption,16384,3,739666.6,0.7396666
vps,aes-256-gcm,decryption,16,3,197392.6,0.1973926
vps,aes-256-gcm,decryption,64,3,435880.43,0.43588043
vps,aes-256-gcm,decryption,256,3,628689.75,0.62868975
vps,aes-256-gcm,decryption,1024,3,711539.37,0.71153937
vps,aes-256-gcm,decryption,8192,3,735941.97,0.73594197
vps,aes-256-gcm,decryption,16384,3,739622.91,0.73962291
vps,aes-256-gcm,encryption,16,3,176512.52,0.17651251999999998
vps,aes-256-gcm,encryption,64,3,443387.24,0.44338724
vps,aes-256-gcm,encryption,256,3,633262.76,0.63326276
vps,aes-256-gcm,encryption,1024,3,715897.17,0.7158971700000001
vps,aes-256-gcm,encryption,8192,3,736387.07,0.7363870699999999
vps,aes-256-gcm,encryption,16384,3,739469.99,0.73946999
vps,aes-256-gcm,decryption,16,3,198129.47,0.19812947
vps,aes-256-gcm,decryption,64,3,436947.5,0.4369475
vps,aes-256-gcm,decryption,256,3,628382.72,0.62838272
vps,aes-256-gcm,decryption,1024,3,711841.79,0.71184179
vps,aes-256-gcm,decryption,8192,3,736537.26,0.73653726
vps,aes-256-gcm,decryption,16384,3,739229.7,0.7392297
vps,aes-256-gcm,encryption,16,3,178112.14,0.17811214
vps,aes-256-gcm,encryption,64,3,443963.16,0.44396315999999997
vps,aes-256-gcm,encryption,256,3,632440.75,0.63244075
vps,aes-256-gcm,encryption,1024,3,714711.72,0.7147117199999999
vps,aes-256-gcm,encryption,8192,3,736354.3,0.7363543
vps,aes-256-gcm,encryption,16384,3,739693.91,0.7396939100000001
vps,aes-256-gcm,decryption,16,3,198116.22,0.19811622
vps,aes-256-gcm,decryption,64,3,424900.71,0.42490071
vps,aes-256-gcm,decryption,256,3,626299.48,0.62629948
vps,aes-256-gcm,decryption,1024,3,713268.57,0.71326857
vps,aes-256-gcm,decryption,8192,3,736600.06,0.73660006
vps,aes-256-gcm,decryption,16384,3,739377.15,0.73937715
vps,aes-256-gcm,encryption,16,3,178009.54,0.17800954000000002
vps,aes-256-gcm,encryption,64,3,442777.49,0.44277749
vps,aes-256-gcm,encryption,256,3,634931.29,0.63493129
vps,aes-256-gcm,encryption,1024,3,714486.78,0.71448678
vps,aes-256-gcm,encryption,8192,3,732758.02,0.73275802
vps,aes-256-gcm,encryption,16384,3,738912.94,0.73891294
vps,aes-256-gcm,decryption,16,3,197879.33,0.19787933
vps,aes-256-gcm,decryption,64,3,436659.29,0.43665929
vps,aes-256-gcm,decryption,256,3,628452.78,0.62845278
vps,aes-256-gcm,decryption,1024,3,710046.04,0.71004604
vps,aes-256-gcm,decryption,8192,3,733809.32,0.73380932
vps,aes-256-gcm,decryption,16384,3,739240.62,0.73924062
vps,aes-256-gcm,encryption,16,3,176653.45,0.17665345000000002
vps,aes-256-gcm,encryption,64,3,443668.14,0.44366814
vps,aes-256-gcm,encryption,256,3,634687.06,0.6346870600000001
vps,aes-256-gcm,encryption,1024,3,712968.19,0.7129681899999999
vps,aes-256-gcm,encryption,8192,3,736572.76,0.73657276
vps,aes-256-gcm,encryption,16384,3,739224.23,0.7392242299999999
vps,aes-256-gcm,decryption,16,3,197418.7,0.1974187
vps,aes-256-gcm,decryption,64,3,434388.61,0.43438861
vps,aes-256-gcm,decryption,256,3,628381.53,0.6283815300000001
vps,aes-256-gcm,decryption,1024,3,714496.68,0.7144966800000001
vps,aes-256-gcm,decryption,8192,3,736387.07,0.7363870699999999
vps,aes-256-gcm,decryption,16384,3,737804.29,0.73780429
vps,aes-256-gcm,encryption,16,3,178181.58,0.17818157999999998
vps,aes-256-gcm,encryption,64,3,437989.76,0.43798976
vps,aes-256-gcm,encryption,256,3,630381.74,0.63038174
vps,aes-256-gcm,encryption,1024,3,715281.41,0.71528141
vps,aes-256-gcm,encryption,8192,3,736438.95,0.7364389499999999
vps,aes-256-gcm,encryption,16384,3,738841.94,0.7388419399999999
vps,aes-256-gcm,decryption,16,3,198002.86,0.19800285999999997
vps,aes-256-gcm,decryption,64,3,437332.93,0.43733293
vps,aes-256-gcm,decryption,256,3,627119.45,0.6271194499999999
vps,aes-256-gcm,decryption,1024,3,714705.92,0.71470592
vps,aes-256-gcm,decryption,8192,3,736277.85,0.73627785
vps,aes-256-gcm,decryption,16384,3,738983.94,0.7389839399999999
vps,aes-256-cbc,encryption,16,3,341782.78,0.34178278
vps,aes-256-cbc,encryption,64,3,411363.46,0.41136346
vps,aes-256-cbc,encryption,256,3,479414.44,0.47941444
vps,aes-256-cbc,encryption,1024,3,494828.54,0.49482854
vps,aes-256-cbc,encryption,8192,3,497358.17,0.49735817
vps,aes-256-cbc,encryption,16384,3,497494.7,0.4974947
vps,aes-256-cbc,decryption,16,3,294459.44,0.29445944
vps,aes-256-cbc,decryption,64,3,782115.58,0.7821155799999999
vps,aes-256-cbc,decryption,256,3,1207876.01,1.20787601
vps,aes-256-cbc,decryption,1024,3,1419462.66,1.41946266
vps,aes-256-cbc,decryption,8192,3,1485993.3,1.4859933
vps,aes-256-cbc,decryption,16384,3,1497208.15,1.4972081499999998
vps,aes-256-cbc,encryption,16,3,340637.1,0.34063709999999997
vps,aes-256-cbc,encryption,64,3,445415.96,0.44541596
vps,aes-256-cbc,encryption,256,3,484560.21,0.48456021000000005
vps,aes-256-cbc,encryption,1024,3,495535.45,0.49553545
vps,aes-256-cbc,encryption,8192,3,497306.28,0.49730628000000004
vps,aes-256-cbc,encryption,16384,3,497707.69,0.49770769
vps,aes-256-cbc,decryption,16,3,294538.27,0.29453827
vps,aes-256-cbc,decryption,64,3,771372.67,0.7713726700000001
vps,aes-256-cbc,decryption,256,3,1198978.22,1.1989782199999999
vps,aes-256-cbc,decryption,1024,3,1416538.79,1.41653879
vps,aes-256-cbc,decryption,8192,3,1493185.88,1.49318588
vps,aes-256-cbc,decryption,16384,3,1497929.05,1.49792905
vps,aes-256-cbc,encryption,16,3,342030.7,0.3420307
vps,aes-256-cbc,encryption,64,3,446685.08,0.44668508
vps,aes-256-cbc,encryption,256,3,480797.95,0.48079795000000003
vps,aes-256-cbc,encryption,1024,3,495628.29,0.49562828999999997
vps,aes-256-cbc,encryption,8192,3,497371.82,0.49737182
vps,aes-256-cbc,encryption,16384,3,497145.17,0.49714516999999997
vps,aes-256-cbc,decryption,16,3,294628.17,0.29462816999999997
vps,aes-256-cbc,decryption,64,3,782337.26,0.78233726
vps,aes-256-cbc,decryption,256,3,1205942.61,1.2059426100000001
vps,aes-256-cbc,decryption,1024,3,1419753.13,1.41975313
vps,aes-256-cbc,decryption,8192,3,1464355.5,1.4643555
vps,aes-256-cbc,decryption,16384,3,1477088.6,1.4770886
vps,aes-256-cbc,encryption,16,3,340690.78,0.34069078
vps,aes-256-cbc,encryption,64,3,446751.94,0.44675194
vps,aes-256-cbc,encryption,256,3,485081.09,0.48508109000000005
vps,aes-256-cbc,encryption,1024,3,495245.65,0.49524565000000004
vps,aes-256-cbc,encryption,8192,3,497546.58,0.49754658
vps,aes-256-cbc,encryption,16384,3,497833.3,0.4978333
vps,aes-256-cbc,decryption,16,3,294462.81,0.29446281
vps,aes-256-cbc,decryption,64,3,779416.49,0.77941649
vps,aes-256-cbc,decryption,256,3,1197007.1,1.1970071
vps,aes-256-cbc,decryption,1024,3,1419739.82,1.41973982
vps,aes-256-cbc,decryption,8192,3,1494775.13,1.4947751299999998
vps,aes-256-cbc,decryption,16384,3,1499119.62,1.49911962
vps,aes-256-cbc,encryption,16,3,341928.3,0.34192829999999996
vps,aes-256-cbc,encryption,64,3,447388.33,0.44738833
vps,aes-256-cbc,encryption,256,3,485201.07,0.48520107
vps,aes-256-cbc,encryption,1024,3,495548.42,0.49554842
vps,aes-256-cbc,encryption,8192,3,497295.36,0.49729535999999996
vps,aes-256-cbc,encryption,16384,3,497795.07,0.49779507
vps,aes-256-cbc,decryption,16,3,294496.35,0.29449634999999996
vps,aes-256-cbc,decryption,64,3,781179.9,0.7811799
vps,aes-256-cbc,decryption,256,3,1194699.01,1.1946990100000001
vps,aes-256-cbc,decryption,1024,3,1419955.88,1.4199558799999998
vps,aes-256-cbc,decryption,8192,3,1495487.83,1.49548783
vps,aes-256-cbc,decryption,16384,3,1500403.03,1.50040303
vps,aes-256-cbc,encryption,16,3,341976.91,0.34197690999999997
vps,aes-256-cbc,encryption,64,3,447777.32,0.44777732000000003
vps,aes-256-cbc,encryption,256,3,484826.88,0.48482688
vps,aes-256-cbc,encryption,1024,3,495404.71,0.49540471
vps,aes-256-cbc,encryption,8192,3,497481.05,0.49748105
vps,aes-256-cbc,encryption,16384,3,497598.46,0.49759846
